Время;Температура охлаждающей жидкости (°C);Соотношение воздух/топливо;Положение дроссельной заслонки (%);Обороты двигателя (об/мин);Обороты холостого хода (об/мин);Желаемое положение регулятора холостого хода (шаг);Текущее положение регулятора ХХ (шаг);Коэффициент коррекции длительности впрыска топлива;Угол опережения зажигания (°ПКВ);Скорость автомобиля (км\ч);Напряжение бортсети (В);Желаемые обороты холостого хода (об\мин);Напряжение на датчике кислорода (В);Длительность импульса впрыска (мсек);Массовый расход воздуха (кг\ч);Цикловой расход воздуха (мг\такт);Часовой расход топлива (л\час);Путевой расход топлива (л\100км);Контрольная сумма ПЗУ (hех);Флаг готовности датчика кислорода;Флаг разрешения нагрева датчика кислорода;Флаг комплектации датчиком кислорода;Флаг комплектации адсорбером;Флаг комплектации клапаном рециркуляции;Флаг комплектации датчиком температуры воздуха;Флаг комплектации датчиком детонации;Флаг комплектации датчиком фазы;Флаг запрещения отсечки топлива;Флаг разрешения адаптации уставки холостого хода;Флаг комплектации потенциометром корректировки СО;Флаг разрешения адаптации нуля дросселя;Флаг разрешения асинхронной подачи топлива на пуске;Флаг разрешения постоянного хранения ошибок;Флаг комплектации датчиком скорости автомобиля;Флаг разрешения одновременного впрыска;Флаг разрешения асинхронного впрыска при ускорении;Флаг выключения двигателя;Флаг холостого хода;Флаг обогащения по мощности;Флаг блокировки подачи топлива;Флаг зоны регулирования по датчику кислорода;Флаг попадания в зону детонации;Флаг продувки адсорбера;Флаг сохранения результатов обучения по датчику кислорода;Флаг наличия холостого хода в прошлом цикле вычислений;Флаг разрешения блокировки выхода из режима холостого хода;Флаг попадания в зону детонации в прошлом цикле вычислений;Флаг продувки адсорбера в прошлом цикле вычислений;Флаг Обнаружена детонация;Флаг прошлого состояния датчика кислорода;Флаг текущего состояния датчика кислорода;Флаг Ошибка датчика синхронизации КВ;Флаг ошибка EEPROM;Флаг Ошибка нагревателя датчика кислорода;Флаг Ошибка датчика фазы;Флаг ошибка сброса процесора;Флаг ошибка ОЗУ;Флаг ошибка ПЗУ;Флаг Низкое бортовое напряжение;Флаг Низкий уровень сигнала с датчика температуры охлаждающей жидкости;Флаг Низкий уровень сигнала с кислородного датчика;Флаг Низкий уровень сигнала датчика положения дроссельной заслонки;Флаг Низкий уровень сигнала датчика массового расхода воздуха;Флаг Низкий уровень шума двигателя;Флаг Высокое бортовое напряжение;Флаг Высокий уровень сигнала с кислородного датчика;Флаг Высокий уровень сигнала с датчика температуры охлаждающей жидкости;Флаг Высокий уровень сигнала датчика положения дроссельной заслонки;Флаг Высокий уровень сигнала датчика массового расхода воздуха;Флаг Высокий уровень шума двигателя;Флаг Обрыв датчика детонации;Флаг Нет связи с иммобилайзером;Флаг Нет активности датчика кислорода;Флаг Нет отклика датчика кислорода при обеднении;Флаг Нет отклика датчика кислорода при обогащении;Флаг Ошибка датчика скорости;Флаг Ошибка регулятора холостого хода;АЦП канала датчика детонации (В);АЦП Датчик температуры охлаждающей жидкости (В);АЦП Датчик массового расхода воздуха (В);АЦП Бортовое напряжение (В);АЦП Датчик кислорода (В);АЦП Датчик положения дроссельной заслонки (В);Время (сек)
12.72;77;14.1;0;3120;2550;20;20;1;29;118;13.85;900;0;0;8.8;22.3;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;245.4
12.73;77;14.1;0;3120;2550;20;20;1;29;118;13.85;900;0;0;8.8;22.3;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;245.5
12.74;77;14.1;0;3120;2550;20;20;1;29;118;13.85;900;0;0;8.8;22.3;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;246
12.75;77;14.1;0;3000;2550;20;20;1;28;116;13.85;900;0;0;5.7;21.7;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;246.1
12.76;77;14.1;0;3000;2550;20;20;1;28;115;13.85;900;0;0;8.3;22.8;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;246.3
12.77;77;14.1;0;3000;2550;20;20;1;28;115;13.85;900;0;0;9;23.8;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;246.4
12.78;77;14.1;0;2960;2550;20;20;1;28;115;13.85;900;0;0;7.5;23.2;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;246.5
12.79;78;14.1;0;2960;2550;20;20;1;28;114;13.85;900;0;0;6.7;20.5;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;246.7
12.8;78;14.1;0;2960;2550;19;19;1;28;114;13.85;900;0;0;6.9;18.8;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;246.8
12.81;78;14.1;0;2960;2550;19;19;1;28;114;13.85;900;0;0;8.9;21.8;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;247
12.82;78;14.1;0;2960;2550;19;19;1;28;114;13.85;900;0;0;8.3;23.7;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;247.1
12.83;78;14.1;0;2960;2550;19;19;1;28;114;13.85;900;0;0;6.6;22.3;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;247.2
12.84;77;14.1;0;2920;2550;20;20;1;28;112;13.85;900;0;0;6.8;23.2;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;247.4
12.85;77;14.1;0;2920;2550;20;20;1;28;112;13.85;900;0;0;6.5;23.5;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;247.5
12.86;77;14.1;0;2880;2550;20;20;1;28;111;13.85;900;0;0;7;24.3;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;247.7
12.87;77;14.1;0;2880;2550;20;20;1;28;111;13.85;900;0;0;7.5;23;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;247.8
12.88;77;14.1;0;2920;2550;20;20;1;28;111;13.85;900;0;0;8;25.2;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;247.9
12.89;77;14.1;0;2880;2550;20;20;1;28;109;13.85;900;0;0;6.8;25;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;248.1
12.9;77;14.1;0;2880;2550;20;20;1;28;109;13.85;900;0;0;6.8;25;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;248.4
12.91;77;14.1;0;2880;2550;20;20;1;28;109;13.85;900;0;0;6.8;25;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;248.5
12.92;77;14.1;0;2880;2550;20;20;1;28;109;13.85;900;0;0;6.8;25;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;249
12.93;77;14.1;0;2800;2550;20;20;1;27.5;107;13.75;900;0;0;7.5;24.2;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;249.1
12.94;77;14.1;0;2760;2550;20;20;1;27.5;107;13.75;900;0;0;8.5;25.8;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;249.2
12.95;77;14.1;0;2760;2550;20;20;1;27.5;106;13.75;900;0;0;9.1;26.3;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;249.4
12.96;77;14.1;0;2720;2550;21;21;1;27.5;106;13.75;900;0;0;6.2;24.2;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;249.5
12.97;77;14.1;0;2720;2550;21;21;1;27.5;105;13.75;900;0;0;7.5;25.3;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;249.7
12.98;77;14.1;0;2680;2550;22;22;1;27.5;105;13.75;900;0;0;8.7;26.8;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;249.8
12.99;77;14.1;0;2640;2550;21;21;1;27.5;104;13.75;900;0;0;8.8;27.2;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;249.9
13;77;14.1;0;2680;2550;22;22;1;27.5;103;13.75;900;0;0;6.8;26.8;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;250.1
13.01;77;14.1;0;2640;2550;23;23;1;27.5;103;13.75;900;0;0;8.5;27.8;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;250.2
13.02;77;14.1;0;2640;2550;24;24;1;27.5;101;13.75;900;0;0;9;28.8;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;250.4
13.03;77;14.1;0;2600;2550;24;24;1;27;100;13.75;900;0;0;8.8;29;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;250.5
13.04;77;14.1;0;2600;2550;24;24;1;27;100;13.75;900;0;0;9.1;29.3;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;250.6
13.05;77;14.1;0;2560;2550;24;24;1;27;100;13.75;900;0;0;8.4;29;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;250.8
13.06;77;14.1;0;2560;2550;24;24;1;27;100;13.75;900;0;0;8.4;29;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;251.1
13.07;77;14.1;0;2560;2550;24;24;1;27;100;13.75;900;0;0;8.4;29;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;251.2
13.08;77;14.1;0;2560;2550;24;24;1;27;100;13.75;900;0;0;8.4;29;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;251.7
13.09;77;14.1;0;2440;2460;28;28;1;27;94;13.75;900;0;0;10.1;32;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;251.8
13.1;77;14.1;0;2440;2440;28;28;1;27;94;13.75;900;0;0;8.9;32.2;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;252
13.11;77;14.1;0;2400;2410;29;29;1;27;94;13.75;900;0;0;8.2;31.8;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;252.1
13.12;77;14.1;0;2400;2390;29;29;1;27;94;13.75;900;0;0;9.3;33.3;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;252.2
